rank,name,deck_freq,copies,winrate,play_time,play_freq,play_winrate
955,Divine Strength,0.001,1.600,0.424,2400,0.000,0.381
956,Grand Archivist,0.005,1.000,0.560,2400,0.000,0.495
957,Young Priestess,0.001,1.400,0.485,2400,0.000,0.360
958,Ratcatcher,0.002,1.200,0.519,2400,0.000,0.505
959,Bog Creeper,0.001,1.300,0.456,2400,0.000,0.378
960,Garrison Commander,0.003,1.500,0.465,2300,0.000,0.507
961,Dreadsteed,0.001,1.400,0.462,2300,0.000,0.444
962,Hungry Ettin,0.001,1.100,0.380,2300,0.000,0.379
963,Grimestreet Protector,0.001,1.300,0.543,2300,0.000,0.409
964,Wrathguard,0.001,1.800,0.568,2300,0.000,0.516
965,Sneaky Devil,0.001,1.300,0.462,2300,0.000,0.376
966,Puddlestomper,0.001,1.600,0.550,2300,0.000,0.416
967,Jeeves,0.003,1.700,0.596,2300,0.000,0.431
968,Evil Heckler,0.001,1.400,0.518,2300,0.000,0.423
969,Snowflipper Penguin,0.001,1.800,0.493,2300,0.000,0.441
970,Bellringer Sentry,0.002,1.600,0.560,2300,0.000,0.462
971,Ancient Brewmaster,0.002,1.300,0.460,2300,0.000,0.499
972,Felguard,0.001,1.100,0.467,2300,0.000,0.399
973,Tuskarr Totemic,0.001,1.600,0.515,2200,0.000,0.366
974,Smuggler's Crate,0.001,1.400,0.468,2200,0.000,0.370
975,The Caverns Below,0.001,1.000,0.381,2200,0.000,0.337
976,Dragonkin Sorcerer,0.002,1.700,0.432,2200,0.000,0.408
977,Emeriss,0.003,1.000,0.484,2200,0.000,0.533
978,Spawn of Shadows,0.003,1.100,0.525,2200,0.000,0.632
979,Prince Liam,0.002,1.000,0.569,2200,0.000,0.368
980,Floating Watcher,0.001,1.200,0.519,2200,0.000,0.451
981,Gorehowl,0.003,1.100,0.347,2200,0.000,0.468
982,Corrosive Sludge,0.003,1.100,0.490,2200,0.000,0.462
983,Shaky Zipgunner,0.001,1.500,0.456,2200,0.000,0.396
984,Micro Machine,0.001,1.600,0.535,2200,0.000,0.411
985,Tiny Knight of Evil,0.001,1.800,0.532,2200,0.000,0.444
986,Lightwarden,0.001,1.500,0.483,2200,0.000,0.376
987,Vilebrood Skitterer,0.001,1.300,0.497,2100,0.000,0.330
988,Ancient Watcher,0.001,1.800,0.528,2100,0.000,0.436
989,Hungry Crab,0.001,1.200,0.540,2100,0.000,0.409
990,Grimestreet Informant,0.001,1.300,0.472,2100,0.000,0.395
991,Spirit Claws,0.002,1.900,0.571,2100,0.000,0.498
992,Blood Knight,0.002,1.300,0.529,2100,0.000,0.432
993,Angry Chicken,0.000,1.600,0.267,2100,0.000,0.377
994,Booty Bay Bodyguard,0.000,1.300,0.348,2100,0.000,0.262
995,Lorewalker Cho,0.002,1.000,0.401,2100,0.000,0.390
996,Crazed Alchemist,0.003,1.100,0.560,2100,0.000,0.443
997,Fel Reaver,0.004,1.100,0.505,2100,0.000,0.593
998,Nightbane Templar,0.001,1.800,0.530,2100,0.000,0.453
999,Silver Hand Regent,0.002,1.600,0.604,2100,0.000,0.439
1000,Hand of Protection,0.001,1.600,0.388,2100,0.000,0.303
1001,Defias Ringleader,0.001,1.600,0.397,2100,0.000,0.335
1002,Target Dummy,0.001,1.700,0.412,2100,0.000,0.419
1003,Eternal Sentinel,0.002,1.300,0.503,2100,0.000,0.435
1004,Hired Gun,0.000,1.300,0.412,2000,0.000,0.368
1005,Glacial Mysteries,0.000,1.100,0.540,2000,0.000,0.429
1006,Mogu'shan Warden,0.001,1.100,0.449,2000,0.000,0.335
1007,Snowfury Giant,0.001,1.600,0.507,2000,0.000,0.454
1008,Grizzled Guardian,0.001,1.500,0.479,2000,0.000,0.434
1009,Claw,0.001,1.600,0.294,2000,0.000,0.288
1010,Auctionmaster Beardo,0.003,1.000,0.477,2000,0.000,0.692
1011,Cursed Castaway,0.002,1.400,0.456,2000,0.000,0.408
1012,Piloted Sky Golem,0.002,1.100,0.498,2000,0.000,0.479
1013,Rumbling Elemental,0.001,1.300,0.459,2000,0.000,0.425
1014,Fen Creeper,0.000,1.300,0.357,2000,0.000,0.352
1015,Lord Jaraxxus,0.004,1.000,0.526,2000,0.000,0.474
1016,Powershot,0.001,1.100,0.510,2000,0.000,0.371
1017,Kobold Hermit,0.001,1.600,0.505,1900,0.000,0.351
1018,Gorillabot A-3,0.001,1.700,0.562,1900,0.000,0.425
1019,Bright-Eyed Scout,0.002,1.600,0.481,1900,0.000,0.497
1020,Power Word: Tentacles,0.001,1.200,0.447,1900,0.000,0.447
1021,Infest,0.001,1.200,0.451,1900,0.000,0.369
1022,Nat Pagle,0.001,1.000,0.469,1900,0.000,0.382
1023,Wrathion,0.001,1.000,0.415,1900,0.000,0.455
1024,Darkshire Alchemist,0.001,1.200,0.435,1900,0.000,0.373
1025,Small-Time Buccaneer,0.001,1.500,0.520,1900,0.000,0.424
1026,Cursed Blade,0.004,1.100,0.583,1900,0.000,0.553
1027,Hogger,0.001,1.000,0.493,1900,0.000,0.373
1028,Moroes,0.001,1.000,0.504,1900,0.000,0.378
1029,Corpse Raiser,0.002,1.200,0.445,1900,0.000,0.477
1030,Forbidden Shaping,0.001,1.200,0.495,1900,0.000,0.404
1031,Boisterous Bard,0.002,1.700,0.586,1900,0.000,0.484
1032,Tinkmaster Overspark,0.003,1.000,0.488,1800,0.000,0.407
1033,Cult Apothecary,0.001,1.300,0.477,1800,0.000,0.343
1034,Silverback Patriarch,0.000,1.300,0.315,1800,0.000,0.269
1035,Alarm-o-Bot,0.001,1.400,0.404,1800,0.000,0.434
1036,Hidden Wisdom,0.001,1.200,0.496,1800,0.000,0.444
1037,Convert,0.001,1.300,0.358,1800,0.000,0.400
1038,Lynessa Sunsorrow,0.004,1.000,0.485,1800,0.000,0.445
1039,Lesser Sapphire Spellstone,0.002,1.500,0.445,1800,0.000,0.571
1040,Dart Trap,0.001,1.400,0.524,1800,0.000,0.436
1041,Blingtron 3000,0.002,1.000,0.488,1800,0.000,0.497
1042,Lay on Hands,0.003,1.100,0.520,1800,0.000,0.396
1043,Purify,0.001,1.900,0.489,1800,0.000,0.481
1044,King's Defender,0.002,1.500,0.471,1800,0.000,0.443
1045,Frost Elemental,0.001,1.300,0.414,1800,0.000,0.334
1046,Windspeaker,0.002,1.300,0.528,1800,0.000,0.495
1047,Summoning Stone,0.001,1.300,0.455,1800,0.000,0.379
1048,Dinomancy,0.001,1.100,0.452,1800,0.000,0.368
1049,Giant Mastodon,0.001,1.200,0.450,1800,0.000,0.370
1050,Headcrack,0.000,1.200,0.392,1800,0.000,0.350
1051,Guild Recruiter,0.001,1.700,0.507,1800,0.000,0.417
1052,Tauren Warrior,0.000,1.300,0.399,1800,0.000,0.317
1053,Coldwraith,0.001,1.600,0.438,1800,0.000,0.422
1054,Cenarius,0.002,1.000,0.499,1800,0.000,0.520
1055,Embrace the Shadow,0.001,1.500,0.487,1800,0.000,0.507
1056,Savage Combatant,0.001,1.600,0.510,1800,0.000,0.459
1057,Rotface,0.003,1.000,0.461,1800,0.000,0.482
1058,Dragon Soul,0.001,1.000,0.450,1800,0.000,0.392
1059,Geosculptor Yip,0.004,1.000,0.371,1700,0.000,0.565
1060,A Light in the Darkness,0.001,1.400,0.447,1700,0.000,0.316
1061,Unwilling Sacrifice,0.001,1.200,0.479,1700,0.000,0.423
1062,Mark of Nature,0.001,1.200,0.370,1700,0.000,0.337
1063,Dragon Egg,0.001,1.800,0.559,1700,0.000,0.457
1064,Swamp Leech,0.001,1.300,0.335,1700,0.000,0.329
1065,Shadowboxer,0.001,1.700,0.469,1700,0.000,0.408
1066,Guardian of Kings,0.001,1.300,0.507,1700,0.000,0.255
1067,Blood To Ichor,0.001,1.500,0.505,1700,0.000,0.403
1068,Verdant Longneck,0.001,1.500,0.421,1700,0.000,0.387
1069,Illidan Stormrage,0.001,1.000,0.530,1700,0.000,0.442
1070,Silvermoon Portal,0.001,1.500,0.468,1700,0.000,0.420
1071,Ancestor's Call,0.001,1.400,0.476,1700,0.000,0.454
1072,Fatespinner,0.001,1.300,0.524,1700,0.000,0.526
1073,Professor Putricide,0.002,1.000,0.598,1700,0.000,0.483
1074,Obsidian Shard,0.001,1.600,0.467,1700,0.000,0.463
1075,Giant Wasp,0.000,1.200,0.445,1700,0.000,0.330
1076,Acolyte of Agony,0.001,1.300,0.476,1700,0.000,0.349
1077,Flame Juggler,0.001,1.400,0.456,1700,0.000,0.403
1078,Volcanic Drake,0.001,1.600,0.457,1700,0.000,0.468
1079,Public Defender,0.001,1.400,0.421,1700,0.000,0.373
1080,Addled Grizzly,0.001,1.400,0.506,1700,0.000,0.405
1081,Mounted Raptor,0.001,1.700,0.507,1600,0.000,0.444
1082,Cauldron Elemental,0.001,1.200,0.483,1600,0.000,0.461
1083,Twilight Darkmender,0.001,1.700,0.431,1600,0.000,0.358
1084,Princess Huhuran,0.001,1.000,0.478,1600,0.000,0.529
1085,Wretched Tiller,0.001,1.600,0.479,1600,0.000,0.366
1086,Mindbreaker,0.002,1.100,0.496,1600,0.000,0.418
1087,Sabotage,0.002,1.100,0.481,1600,0.000,0.443
1088,Sacred Trial,0.001,1.400,0.458,1600,0.000,0.335
1089,Reckless Rocketeer,0.002,1.200,0.521,1600,0.000,0.383
1090,"Sherazin, Corpse Flower",0.001,1.000,0.469,1600,0.000,0.445
1091,Grimy Gadgeteer,0.001,1.400,0.418,1600,0.000,0.385
1092,Onyxia,0.001,1.000,0.474,1600,0.000,0.418
1093,Frost Giant,0.002,1.600,0.544,1600,0.000,0.505
1094,Forbidden Healing,0.003,1.100,0.497,1600,0.000,0.380
1095,Servant of Yogg-Saron,0.001,1.300,0.431,1600,0.000,0.365
1096,Clockwork Giant,0.001,1.500,0.493,1600,0.000,0.522
1097,Swamp King Dred,0.001,1.000,0.556,1600,0.000,0.479
1098,Cyclopian Horror,0.000,1.000,0.423,1600,0.000,0.391
1099,Carrion Drake,0.001,1.500,0.507,1600,0.000,0.408
1100,Razorfen Hunter,0.000,1.700,0.413,1600,0.000,0.239
1101,Demonheart,0.001,1.200,0.485,1600,0.000,0.461
1102,Clutchmother Zavas,0.001,1.000,0.518,1500,0.000,0.429
1103,Siltfin Spiritwalker,0.001,1.300,0.588,1500,0.000,0.460
1104,Void Ripper,0.002,1.300,0.544,1500,0.000,0.497
1105,Young Dragonhawk,0.001,1.500,0.416,1500,0.000,0.346
1106,Cathedral Gargoyle,0.001,1.700,0.546,1500,0.000,0.483
1107,Pompous Thespian,0.000,1.400,0.438,1500,0.000,0.380
1108,Dust Devil,0.001,1.600,0.456,1500,0.000,0.352
1109,Quartz Elemental,0.001,1.700,0.401,1500,0.000,0.400
1110,Plague Scientist,0.001,1.300,0.453,1500,0.000,0.362
1111,Humongous Razorleaf,0.001,1.800,0.513,1500,0.000,0.426
1112,Chittering Tunneler,0.001,1.200,0.512,1500,0.000,0.450
1113,Eye for an Eye,0.001,1.500,0.387,1500,0.000,0.295
1114,Tanglefur Mystic,0.001,1.600,0.398,1500,0.000,0.358
1115,Thunder Bluff Valiant,0.001,1.700,0.562,1500,0.000,0.453
1116,Boulderfist Ogre,0.001,1.700,0.406,1500,0.000,0.243
1117,The Glass Knight,0.002,1.000,0.535,1500,0.000,0.495
1118,Holy Light,0.001,1.300,0.390,1500,0.000,0.233
1119,Air Elemental,0.001,1.300,0.422,1500,0.000,0.363
1120,Bladed Cultist,0.001,1.600,0.377,1500,0.000,0.347
1121,Eggnapper,0.001,1.300,0.474,1500,0.000,0.330
1122,Ancient of Blossoms,0.000,1.200,0.462,1400,0.000,0.389
1123,Master Swordsmith,0.000,1.200,0.414,1400,0.000,0.325
1124,Barkskin,0.000,1.400,0.338,1400,0.000,0.372
1125,Rampage,0.001,1.600,0.429,1400,0.000,0.421
1126,Pantry Spider,0.001,1.400,0.506,1400,0.000,0.388
1127,Witchwood Apple,0.001,1.600,0.386,1400,0.000,0.311
1128,Arch-Thief Rafaam,0.002,1.000,0.454,1400,0.000,0.443
1129,Demolisher,0.001,1.100,0.432,1400,0.000,0.301
1130,Grimestreet Smuggler,0.001,1.700,0.384,1400,0.000,0.404
1131,Dark Conviction,0.001,1.400,0.518,1400,0.000,0.379
1132,Temple Enforcer,0.001,1.300,0.411,1400,0.000,0.372
1133,Shellshifter,0.001,1.500,0.491,1400,0.000,0.383
1134,Voodoo Hexxer,0.000,1.500,0.454,1400,0.000,0.358
1135,Inkmaster Solia,0.001,1.000,0.529,1400,0.000,0.518
1136,Stone Sentinel,0.001,1.300,0.483,1400,0.000,0.425
1137,Gladiator's Longbow,0.001,1.000,0.530,1400,0.000,0.396
1138,Stormwind Knight,0.001,1.400,0.463,1400,0.000,0.307
1139,Shadowform,0.001,1.400,0.380,1400,0.000,0.443
1140,Lunar Visions,0.001,1.200,0.472,1400,0.000,0.461
1141,Curio Collector,0.000,1.400,0.424,1400,0.000,0.377
1142,Evolved Kobold,0.002,1.100,0.534,1400,0.000,0.641
1143,Meat Wagon,0.002,1.400,0.475,1300,0.000,0.434
1144,Trogg Beastrager,0.001,1.400,0.483,1300,0.000,0.408
1145,Malorne,0.001,1.000,0.495,1300,0.000,0.477
1146,Arcane Anomaly,0.001,1.700,0.475,1300,0.000,0.418
1147,Coldarra Drake,0.001,1.600,0.484,1300,0.000,0.493
1148,Stranglethorn Tiger,0.001,1.400,0.532,1300,0.000,0.412
1149,Bomb Lobber,0.001,1.100,0.493,1300,0.000,0.434
1150,Ancient Shieldbearer,0.001,1.900,0.411,1300,0.000,0.429
1151,Iron Juggernaut,0.001,1.000,0.411,1300,0.000,0.499
1152,Countess Ashmore,0.002,1.000,0.445,1300,0.000,0.446
1153,Hobgoblin,0.001,1.700,0.490,1300,0.000,0.432
1154,Blade of C'Thun,0.001,1.300,0.466,1300,0.000,0.484
1155,Totem Cruncher,0.001,1.100,0.599,1300,0.000,0.384
1156,Glitter Moth,0.001,1.600,0.484,1300,0.000,0.503
1157,Small-Time Recruits,0.001,1.500,0.520,1300,0.000,0.473
1158,Ebon Dragonsmith,0.001,1.700,0.392,1300,0.000,0.390
1159,Powermace,0.001,1.800,0.556,1300,0.000,0.479
1160,Forbidden Ritual,0.001,1.500,0.483,1300,0.000,0.327
1161,Darkscale Healer,0.000,1.400,0.375,1300,0.000,0.263
1162,Strongshell Scavenger,0.001,1.500,0.491,1300,0.000,0.432
1163,Shifter Zerus,0.001,1.000,0.477,1300,0.000,0.388
1164,Silverware Golem,0.002,1.900,0.528,1300,0.000,0.356
1165,Pit Lord,0.001,1.500,0.520,1200,0.000,0.500
1166,Squirming Tentacle,0.000,1.000,0.486,1200,0.000,0.368
1167,Ram Wrangler,0.001,1.400,0.538,1200,0.000,0.420
1168,Djinni of Zephyrs,0.001,1.600,0.478,1200,0.000,0.478
1169,Runeforge Haunter,0.001,1.300,0.423,1200,0.000,0.409
1170,Jungle Panther,0.000,1.500,0.501,1200,0.000,0.353
1171,Friendly Bartender,0.001,1.200,0.495,1200,0.000,0.347
1172,Desperate Stand,0.001,1.500,0.483,1200,0.000,0.428
1173,Emperor Cobra,0.000,1.100,0.440,1200,0.000,0.327
1174,Thunder Lizard,0.000,1.400,0.380,1200,0.000,0.360
1175,Scarlet Crusader,0.001,1.500,0.510,1200,0.000,0.323
1176,Shadowfiend,0.001,1.200,0.486,1200,0.000,0.449
1177,Light's Justice,0.001,1.200,0.573,1200,0.000,0.394
1178,Happy Ghoul,0.001,1.600,0.489,1200,0.000,0.413
1179,Shimmering Courser,0.000,1.300,0.404,1200,0.000,0.441
1180,Cataclysm,0.001,1.500,0.463,1200,0.000,0.350
1181,Hallazeal the Ascended,0.001,1.000,0.477,1200,0.000,0.467
1182,Vol'jin,0.001,1.000,0.496,1200,0.000,0.492
1183,Rhonin,0.001,1.000,0.490,1200,0.000,0.511
1184,Emerald Hive Queen,0.000,1.400,0.447,1200,0.000,0.431
1185,Druid of the Saber,0.001,1.700,0.563,1200,0.000,0.437
1186,Avian Watcher,0.001,1.400,0.523,1200,0.000,0.412
1187,Meanstreet Marshal,0.001,1.600,0.469,1200,0.000,0.437
1188,Shrinkmeister,0.001,1.600,0.408,1200,0.000,0.440
1189,Undertaker,0.001,1.700,0.442,1200,0.000,0.407
1190,Corrupted Healbot,0.001,1.900,0.504,1200,0.000,0.495
1191,Skelemancer,0.001,1.400,0.489,1100,0.000,0.383
1192,Bloodworm,0.001,1.300,0.447,1100,0.000,0.326
1193,Saboteur,0.001,1.000,0.454,1100,0.000,0.473
1194,Dinosize,0.001,1.100,0.518,1100,0.000,0.545
1195,Lilian Voss,0.002,1.000,0.457,1100,0.000,0.377
1196,Molten Blade,0.001,1.400,0.389,1100,0.000,0.330
1197,Rend Blackhand,0.002,1.000,0.542,1100,0.000,0.447
1198,Night Prowler,0.000,1.100,0.436,1100,0.000,0.375
1199,Mistwraith,0.001,1.700,0.454,1100,0.000,0.411
1200,Lost Spirit,0.001,1.400,0.461,1100,0.000,0.354
1201,Demented Frostcaller,0.000,1.300,0.379,1100,0.000,0.326
1202,Howling Commander,0.001,1.500,0.495,1100,0.000,0.375
1203,Mana Geode,0.000,1.200,0.496,1100,0.000,0.431
1204,Maexxna,0.000,1.000,0.451,1100,0.000,0.381
1205,Lock and Load,0.001,1.500,0.528,1100,0.000,0.364
1206,Raging Worgen,0.001,1.400,0.341,1100,0.000,0.276
1207,Toshley,0.001,1.000,0.510,1100,0.000,0.456
1208,Animated Berserker,0.000,1.600,0.402,1100,0.000,0.358
1209,Lesser Mithril Spellstone,0.001,1.700,0.446,1100,0.000,0.413
1210,Stampede,0.001,1.300,0.439,1100,0.000,0.404
1211,Rebuke,0.001,1.300,0.530,1100,0.000,0.394
1212,Perdition's Blade,0.001,1.300,0.417,1100,0.000,0.316
1213,Violet Illusionist,0.001,1.200,0.465,1100,0.000,0.463
1214,Fallen Sun Cleric,0.001,1.500,0.482,1000,0.000,0.346
1215,Gruul,0.001,1.000,0.468,1000,0.000,0.426
1216,Stormwatcher,0.001,1.300,0.475,1000,0.000,0.447
1217,Eydis Darkbane,0.001,1.000,0.359,1000,0.000,0.418
1218,Troggzor the Earthinator,0.001,1.000,0.399,1000,0.000,0.462
1219,Nerubian Prophet,0.001,1.600,0.529,1000,0.000,0.425
1220,Fearsome Doomguard,0.001,1.100,0.509,1000,0.000,0.483
1221,Cruel Dinomancer,0.001,1.600,0.459,1000,0.000,0.420
1222,Gnash,0.000,1.500,0.333,1000,0.000,0.353
1223,Zealous Initiate,0.000,1.500,0.371,1000,0.000,0.340
1224,Blackhowl Gunspire,0.001,1.000,0.439,1000,0.000,0.452
1225,Swift Messenger,0.001,1.400,0.445,1000,0.000,0.382
1226,Steamwheedle Sniper,0.001,1.600,0.523,1000,0.000,0.460
1227,Dalaran Aspirant,0.001,1.300,0.367,1000,0.000,0.423
1228,Shade of Naxxramas,0.000,1.400,0.423,1000,0.000,0.355
1229,Nozdormu,0.001,1.000,0.497,1000,0.000,0.424
1230,Curse of Rafaam,0.000,1.400,0.407,1000,0.000,0.362
1231,Tournament Attendee,0.000,1.800,0.433,1000,0.000,0.392
1232,King of Beasts,0.000,1.100,0.495,1000,0.000,0.377
1233,WANTED!,0.001,1.300,0.463,1000,0.000,0.368
1234,Shieldmaiden,0.001,1.500,0.436,1000,0.000,0.379
1235,Flesheating Ghoul,0.000,1.500,0.531,1000,0.000,0.310
1236,Phantom Freebooter,0.001,1.500,0.480,1000,0.000,0.402
1237,Tyrantus,0.001,1.000,0.463,1000,0.000,0.532
1238,Twilight Summoner,0.001,1.300,0.481,1000,0.000,0.443
1239,The Runespear,0.001,1.000,0.502,1000,0.000,0.420
1240,Ozruk,0.000,1.000,0.397,1000,0.000,0.419
1241,Gormok the Impaler,0.001,1.000,0.635,1000,0.000,0.550
1242,Assassin's Blade,0.000,1.400,0.376,1000,0.000,0.297
1243,Tournament Medic,0.001,1.400,0.440,1000,0.000,0.334
1244,Mad Bomber,0.001,1.400,0.475,1000,0.000,0.302
1245,Don Han'Cho,0.000,1.000,0.481,1000,0.000,0.499
1246,Sated Threshadon,0.001,1.200,0.480,1000,0.000,0.351
1247,Deathspeaker,0.001,1.400,0.367,1000,0.000,0.411
1248,Ironforge Portal,0.000,1.700,0.404,1000,0.000,0.343
1249,The Voraxx,0.000,1.000,0.485,990,0.000,0.432
1250,Gnomeregan Infantry,0.000,1.500,0.400,980,0.000,0.416
1251,Anomalus,0.000,1.000,0.400,980,0.000,0.382
1252,Seadevil Stinger,0.000,2.000,0.630,960,0.000,0.420
1253,"Bolvar, Fireblood",0.001,1.000,0.583,960,0.000,0.469
1254,Carrion Grub,0.000,1.700,0.474,960,0.000,0.387
1255,Vitality Totem,0.000,1.200,0.471,950,0.000,0.346
1256,Wisp,0.000,1.600,0.485,950,0.000,0.387
1257,Druid of the Flame,0.000,1.500,0.448,950,0.000,0.405
1258,Temporus,0.000,1.000,0.441,940,0.000,0.416
1259,Cutpurse,0.000,1.400,0.480,940,0.000,0.383
1260,Forlorn Stalker,0.001,1.300,0.502,940,0.000,0.403
1261,Confuse,0.000,1.200,0.495,940,0.000,0.509
1262,Animated Armor,0.000,1.400,0.467,930,0.000,0.404
1263,Toxmonger,0.001,1.500,0.452,930,0.000,0.439
1264,Deathweb Spider,0.001,1.200,0.494,920,0.000,0.423
1265,Zoobot,0.001,1.800,0.471,920,0.000,0.428
1266,Bladed Gauntlet,0.001,1.300,0.482,920,0.000,0.464
1267,Menagerie Warden,0.001,1.800,0.503,910,0.000,0.539
1268,Bestial Wrath,0.000,1.200,0.478,910,0.000,0.452
1269,"Mukla, Tyrant of the Vale",0.000,1.000,0.472,900,0.000,0.432
1270,Fiendish Circle,0.001,1.600,0.475,900,0.000,0.312
1271,The Skeleton Knight,0.000,1.000,0.467,890,0.000,0.418
